cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9iq1YhZIZzg,Thank you and Happy Thanksgiving,2 weeks ago,Lion Warrior2187,UCGSc_Wv13XGUpB3k3CAsRVw,4,https://yt3.ggpht.com/ytc/AMLnZu-qXGoy2Wz5HRx3UzJt-BTgwFb-3ECpXMZM9xyzHw=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.569681
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9isbSBvMxA9,Me 😌😎😄 a woman who owns a copy of AFTER HOURS☺️,2 weeks ago,Tiana Nesbitt,UCysSUyM_lPkumD69068nePQ,1,https://yt3.ggpht.com/ytc/AMLnZu8OqhU3z6MpZgLZHn6XU2pAOntQ5QKFaGJcCw=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.571711
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9iyvRmPaJQw,You doing God's work!!,2 weeks ago,Vinit Batra,UC_ZDY2mwhRtngbTq2IlJ-ng,2,https://yt3.ggpht.com/ytc/AMLnZu9kZKIdJcciZSm1zqf7BLCd2kwcJT3miqGDRMzG=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.572667
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9j7Mch3LlA0,Thank you!,11 days ago,Brian Green,UCJPoOwtgvj67Jj56lyQUqsQ,2,https://yt3.ggpht.com/ytc/AMLnZu-7mMw2f2dY-gnmY3AAegh_iHtGLySYhjlsZg=s176-c-k-c0x00ffffff-no-rj,False,True,1669997805.574672
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9j89yNrM7qc,Thanks man. Saved 23 minutes,11 days ago,Pasan De Silva,UCxlxZRe4yVBLcS_3fsNTFtQ,3,https://yt3.ggpht.com/ytc/AMLnZu89WsDOHZIKI0OnZP84xBOsxPoDEJnmud4QxYPD=s176-c-k-c0x00ffffff-no-rj,False,True,1669997805.576703
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9jCFoD_wJgH,Millers crossing was great!,9 days ago,Timecone,UC0K6UGJB5ue7fMuzqDP_UKw,0,https://yt3.ggpht.com/ytc/AMLnZu-FMwMmYi_pz1ilw6w4fLlXCXEO78ipKkCfK3Saa7r3IDfzjk31zFz8SYjkMbvR=s176-c-k-c0x00ffffff-no-rj,False,True,1670170605.577668
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9jCFs2lG18c,I thought the 13th warrior was underrated,9 days ago,Timecone,UC0K6UGJB5ue7fMuzqDP_UKw,1,https://yt3.ggpht.com/ytc/AMLnZu-FMwMmYi_pz1ilw6w4fLlXCXEO78ipKkCfK3Saa7r3IDfzjk31zFz8SYjkMbvR=s176-c-k-c0x00ffffff-no-rj,False,True,1670170605.578702
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9jDZgf3s3gc,"And Year One
Hilarious",9 days ago,Panda Bear,UCmXRxvrcQoruRuKUprgCi5w,0,https://yt3.ggpht.com/ytc/AMLnZu9Z8Wwy36lBbE-ESxUfJLznNGReCaCjsu_Of7hNO3_JNJzi3CoNaaihDgGFj8Sj=s176-c-k-c0x00ffffff-no-rj,False,True,1670170605.579708
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9jGBJJo7EcO,Thanks,8 days ago,Isha Sadhukhan,UCYF1NbERMhiYqdrBzTsm3Bw,0,https://yt3.ggpht.com/ytc/AMLnZu9kH8PSmRGmkqyAm3jC8AHOZ5_0HAt6jjKGsczZNw=s176-c-k-c0x00ffffff-no-rj,False,True,1670257005.5807
UgzL_9PBI5dKoFyLO3F4AaABAg.9inZPWlp6XI9inb3ptQab0,how is it not underrated,2 weeks ago,JImbo,UC6cQXW-faqDvkVHQV35Djdw,0,https://yt3.ggpht.com/ytc/AMLnZu9vAGmTtWCH5N1C3YSl9oq470KfPZpvHIqqEEDFctWX2TGiSvpvslP5xi7pxQU_=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.86667
UgzL_9PBI5dKoFyLO3F4AaABAg.9inZPWlp6XI9iu4MrxujFK, @JImbo  OP states that it's a truly underrated movie. Not sure what you read.,2 weeks ago,Connie Bailey,UCBq9GWCzk9aR5T36dKnyO-A,0,https://yt3.ggpht.com/ytc/AMLnZu_lkRSYR7eFrn-JK-Ll6a-fx9CIABS0RK6URCTmjw=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.868667
UgzL_9PBI5dKoFyLO3F4AaABAg.9inZPWlp6XI9j77rvpXbTe,I keep trying to think of the originally cast James MacAvoy in the JGL role and it doesn’t fit. The film really holds up well and deserves a wider audience.,11 days ago,Christian Zafiroglu,UC9MZO8Mlb4iU1uyXNa7f38Q,0,https://yt3.ggpht.com/ytc/AMLnZu-UZCqRHhD7oJLSeqpNzgoPafo1f-iAKwZr=s176-c-k-c0x00ffffff-no-rj,False,True,1669997805.87067
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ipR690DTdO,I'm so happy that it's on that list. Hugh Jackman and Jake Gyllenhaal's performances are also some of their most underrated of their careers,2 weeks ago,Atlas Vindicem,UC3-tyNa6mFPjsKumzARXhFw,10,https://yt3.ggpht.com/ytc/AMLnZu-B3vF7ovxFejgwq4fhUe77-cfYD4OAQfJpIKeE9A=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.227637
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ipyb7AD8w5,I LOVE this movie! Saw it with my mom to celebrate our B-Days that year since it came out around the same time. This movie deserved so much more praise than it got.,2 weeks ago,Tara Elizabeth,UCs8kTJDQBuTQAkqCV7o9XxA,3,https://yt3.ggpht.com/hE9PSACNhlbO8DbavIT5CdJrQePyZ1if-bXJdCz4puntBkQ-CyoKUYmldtEt3DiTKvd6PWKh8w=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.228623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9iqP517QTeB,"Prisoners was EXHAUSTING. 😂

But good.",2 weeks ago (edited),Vel Luxx_,UCnq9KEwqFsD27p9yYtWS8ew,4,https://yt3.ggpht.com/ytc/AMLnZu_FeDrU9aCVDZtVkh7Fh_xA5XB-Z0NuuTqyIcju=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.229623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9iu4Hl0EU5d, @Vel Luxx_  A brilliant emotional wringer.,2 weeks ago,Connie Bailey,UCBq9GWCzk9aR5T36dKnyO-A,2,https://yt3.ggpht.com/ytc/AMLnZu_lkRSYR7eFrn-JK-Ll6a-fx9CIABS0RK6URCTmjw=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.230623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ixYM5yHgcA,"Hugh Jackman was awesome back in the day with Christian Bale in the movie The Prestige, also!",2 weeks ago,Zachary Collins,UCrYlCACVdxJ2kqB0sThjXsA,3,https://yt3.ggpht.com/ytc/AMLnZu8mY6ugoUmPYj7wKKNY0e9vyY3gTUaBGdBMjQwr=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.231623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ixbjYZmfqS, @Zachary Collins  YYYYYAAAAASSSSS!!!!! LOVE that movie too!,2 weeks ago,Tara Elizabeth,UCs8kTJDQBuTQAkqCV7o9XxA,1,https://yt3.ggpht.com/hE9PSACNhlbO8DbavIT5CdJrQePyZ1if-bXJdCz4puntBkQ-CyoKUYmldtEt3DiTKvd6PWKh8w=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.232623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ixijsUHjkN, @Tara Elizabeth  And it has David Bowie as Nikolai Tesla! Whaaaaat!? 🤘,2 weeks ago,Zachary Collins,UCrYlCACVdxJ2kqB0sThjXsA,3,https://yt3.ggpht.com/ytc/AMLnZu8mY6ugoUmPYj7wKKNY0e9vyY3gTUaBGdBMjQwr=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.232623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9ixjW8zG1k-, @Zachary Collins  right?! 🤘,2 weeks ago,Tara Elizabeth,UCs8kTJDQBuTQAkqCV7o9XxA,1,https://yt3.ggpht.com/hE9PSACNhlbO8DbavIT5CdJrQePyZ1if-bXJdCz4puntBkQ-CyoKUYmldtEt3DiTKvd6PWKh8w=s176-c-k-c0x00ffffff-no-rj,False,True,1669738606.233623
Ugxpxq6uvbxhQaTvwVh4AaABAg.9inYmaY9ost9j4qdipDQt9, @Tara Elizabeth  what a fucking movie for a birthday celebration lmfao,12 days ago,Brett Batliner,UCWeRcrh7h-1dGO_WkaNB-HQ,0,https://yt3.ggpht.com/ytc/AMLnZu_jq8qphFAvoxa0-wWvcWbEymcmpGjd2neI0Q=s176-c-k-c0x00ffffff-no-rj,False,True,1669911406.234623
Ugx6hx2mk7l_qUnbD1x4AaABAg.9inYjwbZM9U9j78GSI0O7X,I saw that in a theatre back in 98 with about 10 other people scattered around. It knocked me sideways. A superb film.,11 days ago,Christian Zafiroglu,UC9MZO8Mlb4iU1uyXNa7f38Q,0,https://yt3.ggpht.com/ytc/AMLnZu-UZCqRHhD7oJLSeqpNzgoPafo1f-iAKwZr=s176-c-k-c0x00ffffff-no-rj,False,True,1669997806.537981
